name,count,state
Juliette,5,FL
Landon,5,FL
Christian,5,FL
Audrey,5,FL
Ayden,5,FL
Luke,5,FL
Samuel,5,FL
Waylon,5,FL
Adeline,5,FL
Alaia,5,FL
Sophie,5,FL
Alanna,5,FL
Scarlett,5,FL
Robert,5,FL
Colton,5,FL
Amy,5,FL
Miles,5,FL
Micah,5,FL
Melody,5,FL
Ariana,5,FL
Malachi,5,FL
Hayden,5,FL
Zoey,5,FL
Delilah,5,FL
Damian,5,FL
Everly,5,FL
Cooper,5,FL
Emilia,5,FL
Elliot,5,FL
Matias,4,FL
Ana,4,FL
Anna,4,FL
Messiah,4,FL
Arianna,4,FL
Matteo,4,FL
Lucy,4,FL
Luis,4,FL
Nicholas,4,FL
Leilani,4,FL
Leah,4,FL
Lainey,4,FL
Kylie,4,FL
Kaia,4,FL
Julian,4,FL
Nathaniel,4,FL
Owen,4,FL
Nova,4,FL
Brooklyn,4,FL
Zayn,4,FL
Xavier,4,FL
Ace,4,FL
Weston,4,FL
Violet,4,FL
Vincent,4,FL
Adonis,4,FL
Valentina,4,FL
Dominic,4,FL
Summer,4,FL
Alana,4,FL
Diego,4,FL
Ryder,4,FL
Ruby,4,FL
Riley,4,FL
Raelynn,4,FL
Amara,4,FL
Josie,4,FL
Grayson,4,FL
Jasmine,4,FL
Gianna,4,FL
Jameson,4,FL
Claire,4,FL
John,4,FL
Jasper,4,FL
Hazel,4,FL
Jaxson,4,FL
Hannah,4,FL
Joseph,4,FL
Gabriella,4,FL
Natalie,3,FL
Jackson,3,FL
Amira,3,FL
Amir,3,FL
Gael,3,FL
Amaya,3,FL
Josephine,3,FL
Andrea,3,FL
Ezekiel,3,FL
Cora,3,FL
Antonio,3,FL
Ashton,3,FL
Magnolia,3,FL
Emmett,3,FL
Aubrey,3,FL
Amari,3,FL
Elliott,3,FL
Allison,3,FL
Rowan,3,FL
Zion,3,FL
Hailey,3,FL
Willow,3,FL
Giovanni,3,FL
Wesley,3,FL
Tyler,3,FL
Aitana,3,FL
Ian,3,FL
Isabel,3,FL
Alani,3,FL
Skylar,3,FL
Silas,3,FL
Serenity,3,FL
Diana,3,FL
Alex,3,FL
Santiago,3,FL
Caden,3,FL
Declan,3,FL
Andres,3,FL
Brielle,3,FL
Austin,3,FL
Layla,3,FL
Jeremiah,3,FL
Axel,3,FL
Beau,3,FL
Daniela,3,FL
Leia,3,FL
Brandon,3,FL
Kinsley,3,FL
Eleanor,3,FL
Jonah,3,FL
Bella,3,FL
Kennedy,3,FL
Kehlani,3,FL
Bennett,3,FL
Eva,3,FL
Dean,3,FL
Braxton,3,FL
Kaleb,3,FL
Amora,2,FL
Emery,2,FL
Legend,2,FL
Catalina,2,FL
Paisley,2,FL
Rafael,2,FL
Bryson,2,FL
Chase,2,FL
Luka,2,FL
Clara,2,FL
Eloise,2,FL
Rose,2,FL
Leon,2,FL
George,2,FL
Rylee,2,FL
Sage,2,FL
Samantha,2,FL
Kyrie,2,FL
Jett,2,FL
Sawyer,2,FL
Alessia,2,FL
Kevin,2,FL
Iris,2,FL
Nicole,2,FL
Nevaeh,2,FL
Stetson,2,FL
Melanie,2,FL
Abraham,2,FL
Maddox,2,FL
Madeline,2,FL
Zachary,2,FL
Malakai,2,FL
Autumn,2,FL
Mariana,2,FL
Harrison,2,FL
Jude,2,FL
Avery,2,FL
Carlos,2,FL
Eithan,2,FL
Derek,2,FL
Brayden,2,FL
Emilio,2,FL
Miguel,2,FL
Natalia,2,FL
Anastasia,2,FL
Lia,2,FL
Milo,2,FL
Vivian,2,FL
Liliana,2,FL
Eden,2,FL
Caroline,2,FL
Ailany,1,FL
Valerie,1,FL
Julia,1,FL
Bryan,1,FL
Brody,1,FL
Eliza,1,FL
Freya,1,FL
Alan,1,FL
Judah,1,FL
Victor,1,FL
Evangeline,1,FL
Xander,1,FL
Cole,1,FL
Hunter,1,FL
Walker,1,FL
Timothy,1,FL
Richard,1,FL
Elliana,1,FL
Angelo,1,FL
Lukas,1,FL
Esther,1,FL
Madelyn,1,FL
Emmanuel,1,FL
Maeve,1,FL
Connor,1,FL
Arya,1,FL
Arthur,1,FL
Ariella,1,FL
Archer,1,FL
Emiliano,1,FL
Lillian,1,FL
Angelina,1,FL
Alejandro,1,FL
Myla,1,FL
Gabriela,1,FL
Jaylen,1,FL
Celine,1,FL
Ivan,1,FL
River,1,FL
Evan,1,FL
Jeremy,1,FL
Alina,1,FL
Alexandra,1,FL
Kingston,1,FL
Khloe,1,FL
Elena,1,FL
